Last Touch Marketing Channel,Product page MC,Start application MC,Finish application MC,Category,con_1_MC,con_2_MC,Date,MonthvsWeek,Visitor or Client
Natural Search,7796,275.83333333333337,119.09090909090908,Mortgages,3.5381392166923162,43.17495193628126,2023-02-20,Week,total
Paid Search,2422,97.5,29.999999999999996,Mortgages,4.02559867877787,30.76923076923077,2023-02-20,Week,total
Referring Domains,252,10.833333333333334,7.2727272727272725,Mortgages,4.298941798941786,67.13286713286732,2023-02-20,Week,total
Social Networks,30,0,0,Mortgages,0,NA,2023-02-20,Week,total
::unspecified::,7,0,0,Mortgages,0,NA,2023-02-27,Week,total
Affiliate,1,0,0,Mortgages,0,NA,2023-02-27,Week,total
Direct,4441,207.5,109.99999999999999,Mortgages,4.672371087592884,53.01204819277109,2023-02-27,Week,total
Display,1,0,0,Mortgages,0,NA,2023-02-27,Week,total
Email,23,11.666666666666668,0.9090909090909091,Mortgages,50.72463768115957,7.792207792207768,2023-02-27,Week,total
Mobile App,11,48.333333333333336,26.36363636363636,Mortgages,439.3939393939391,54.54545454545465,2023-02-27,Week,total
Natural Search,7758,277.5,119.99999999999999,Mortgages,3.5769528228924976,43.24324324324324,2023-02-27,Week,total
Paid Search,2810,108.33333333333334,35.45454545454545,Mortgages,3.855278766310783,32.72727272727287,2023-02-27,Week,total
Referring Domains,287,9.166666666666668,2.727272727272727,Mortgages,3.1939605110336826,29.7520661157025,2023-02-27,Week,total
Social Networks,66,1.6666666666666667,0,Mortgages,2.5252525252525304,0,2023-02-27,Week,total
::unspecified::,8,0,0,Mortgages,0,NA,2023-03-06,Week,total
Affiliate,1,0,0,Mortgages,0,NA,2023-03-06,Week,total
Direct,4741,248.33333333333334,114.54545454545453,Mortgages,5.237994797159523,46.12568639414302,2023-03-06,Week,total
Display,2,0,0,Mortgages,0,NA,2023-03-06,Week,total
Email,19,5,1.8181818181818181,Mortgages,26.31578947368421,36.363636363636395,2023-03-06,Week,total
Mobile App,20,69.16666666666667,38.18181818181818,Mortgages,345.8333333333335,55.202628696604606,2023-03-06,Week,total
Natural Search,7877,235.83333333333334,104.54545454545453,Mortgages,2.9939486268037703,44.33022807581138,2023-03-06,Week,total
Paid Search,3743,110,39.090909090909086,Mortgages,2.9388191290408763,35.537190082644635,2023-03-06,Week,total
Referring Domains,278,9.166666666666668,6.363636363636363,Mortgages,3.2973621103117514,69.42148760330572,2023-03-06,Week,total
Social Networks,86,0,0,Mortgages,0,NA,2023-03-06,Week,total
::unspecified::,3,0,0,Mortgages,0,NA,2023-03-13,Week,total
Affiliate,1,0,0,Mortgages,0,NA,2023-03-13,Week,total
Direct,4285,135,88.18181818181817,Mortgages,3.150525087514586,65.31986531986533,2023-03-13,Week,total
Display,0,0,0,Mortgages,NA,NA,2023-03-13,Week,total
Email,15,0.8333333333333334,0.9090909090909091,Mortgages,5.555555555555554,109.09090909090911,2023-03-13,Week,total
Mobile App,5,54.16666666666667,29.999999999999996,Mortgages,1083.333333333334,55.38461538461535,2023-03-13,Week,total
Natural Search,6131,177.5,87.27272727272727,Mortgages,2.895123144674604,49.167733674775945,2023-03-13,Week,total
Paid Search,3360,102.5,40,Mortgages,3.050595238095238,39.02439024390244,2023-03-13,Week,total
Referring Domains,212,11.666666666666668,5.454545454545454,Mortgages,5.503144654088066,46.75324675324658,2023-03-13,Week,total
Social Networks,83,0,0,Mortgages,0,NA,2023-03-13,Week,total
::unspecified::,6,0.8333333333333334,0.9090909090909091,Mortgages,13.888888888888884,109.09090909090911,2023-03-20,Week,total
Affiliate,0,0,0,Mortgages,NA,NA,2023-03-20,Week,total
Direct,4044,175.83333333333334,78.18181818181817,Mortgages,4.3480052753049705,44.46359327875925,2023-03-20,Week,total
Display,0,0,0,Mortgages,NA,NA,2023-03-20,Week,total
Email,38,11.666666666666668,1.8181818181818181,Mortgages,30.701754385965003,15.584415584415554,2023-03-20,Week,total
Mobile App,11,50.833333333333336,19.09090909090909,Mortgages,462.12121212121184,37.55588673621465,2023-03-20,Week,total
Natural Search,6078,205.83333333333334,82.72727272727272,Mortgages,3.386530657014363,40.19138755980867,2023-03-20,Week,total
Paid Search,3037,116.66666666666667,38.18181818181818,Mortgages,3.841510262320283,32.72727272727265,2023-03-20,Week,total
Referring Domains,250,14.166666666666668,4.545454545454545,Mortgages,5.66666666666668,32.08556149732609,2023-03-20,Week,total
Social Networks,90,0,0,Mortgages,0,NA,2023-03-20,Week,total
::unspecified::,7,0,0,Mortgages,0,NA,2023-03-27,Week,total
Affiliate,61,2.5,0,Mortgages,4.098360655737705,0,2023-03-27,Week,total
Direct,4050,197.5,109.99999999999999,Mortgages,4.876543209876543,55.69620253164557,2023-03-27,Week,total
Display,1,0,0,Mortgages,0,NA,2023-03-27,Week,total
Email,38,8.333333333333334,0.9090909090909091,Mortgages,21.929824561403503,10.909090909090912,2023-03-27,Week,total
Mobile App,15,61.66666666666667,38.18181818181818,Mortgages,411.1111111111113,61.91646191646192,2023-03-27,Week,total
Natural Search,6190,212.5,86.36363636363636,Mortgages,3.4329563812600967,40.641711229946544,2023-03-27,Week,total
Paid Search,4217,174.16666666666669,70,Mortgages,4.130108291834646,40.19138755980853,2023-03-27,Week,total
Referring Domains,238,9.166666666666668,4.545454545454545,Mortgages,3.8515406162465,49.58677685950405,2023-03-27,Week,total
Social Networks,60,0,0,Mortgages,0,NA,2023-03-27,Week,total
::unspecified::,13,0.8333333333333334,0,Mortgages,6.410256410256408,0,2023-04-03,Week,total
Affiliate,9,1.6666666666666667,0,Mortgages,18.518518518518555,0,2023-04-03,Week,total
Direct,3425,152.5,78.18181818181817,Mortgages,4.452554744525548,51.266766020864395,2023-04-03,Week,total
Display,0,0,0,Mortgages,NA,NA,2023-04-03,Week,total
Email,49,9.166666666666668,4.545454545454545,Mortgages,18.707482993197285,49.58677685950405,2023-04-03,Week,total
Mobile App,1,66.66666666666667,29.999999999999996,Mortgages,6666.66666666667,44.99999999999998,2023-04-03,Week,total
Natural Search,5943,181.66666666666669,84.54545454545453,Mortgages,3.056817544450059,46.53878231859873,2023-04-03,Week,total
Paid Search,3293,115.83333333333334,34.54545454545454,Mortgages,3.517562506326541,29.82341399607591,2023-04-03,Week,total
Referring Domains,225,10.833333333333334,5.454545454545454,Mortgages,4.814814814814801,50.34965034965045,2023-04-03,Week,total
Social Networks,63,1.6666666666666667,0,Mortgages,2.645502645502651,0,2023-04-03,Week,total
::unspecified::,4,0,0,Mortgages,0,NA,2023-04-10,Week,total
Affiliate,7,0,0,Mortgages,0,NA,2023-04-10,Week,total
Direct,3536,221.66666666666669,122.72727272727272,Mortgages,6.268853695324293,55.36568694463435,2023-04-10,Week,total
Display,1,0,0,Mortgages,0,NA,2023-04-10,Week,total
Email,17,5,1.8181818181818181,Mortgages,29.411764705882355,36.363636363636395,2023-04-10,Week,total
Mobile App,14,81.66666666666667,40.90909090909091,Mortgages,583.3333333333336,50.09276437847863,2023-04-10,Week,total
Natural Search,5907,236.66666666666669,99.09090909090908,Mortgages,4.006545905987252,41.869398207426315,2023-04-10,Week,total
Paid Search,3254,129.16666666666669,35.45454545454545,Mortgages,3.969473468551536,27.448680351906123,2023-04-10,Week,total
Referring Domains,244,15.833333333333334,6.363636363636363,Mortgages,6.489071038251352,40.191387559808675,2023-04-10,Week,total
Social Networks,62,0,0,Mortgages,0,NA,2023-04-10,Week,total
::unspecified::,19,0.8333333333333334,0,Mortgages,4.3859649122807,0,2023-04-17,Week,total
Affiliate,2,0,0,Mortgages,0,NA,2023-04-17,Week,total
Direct,3849,251.66666666666669,96.36363636363636,Mortgages,6.5384948471464535,38.29018663455746,2023-04-17,Week,total
Display,2,0,0,Mortgages,0,NA,2023-04-17,Week,total
Email,164,20,6.363636363636363,Mortgages,12.195121951219512,31.818181818181802,2023-04-17,Week,total
Mobile App,2,70,40,Mortgages,3500,57.14285714285714,2023-04-17,Week,total
Natural Search,6057,238.33333333333334,102.72727272727272,Mortgages,3.9348412305321614,43.10235219326146,2023-04-17,Week,total
Paid Search,4313,151.66666666666669,35.45454545454545,Mortgages,3.516500502357222,23.376623376623357,2023-04-17,Week,total
Referring Domains,260,20,7.2727272727272725,Mortgages,7.6923076923076925,36.363636363636346,2023-04-17,Week,total
Social Networks,10,0.8333333333333334,0,Mortgages,8.33333333333333,0,2023-04-17,Week,total
::unspecified::,6,0,0,Mortgages,0,NA,2023-04-24,Week,total
Affiliate,1,0,0,Mortgages,0,NA,2023-04-24,Week,total
Direct,3469,266.6666666666667,138.18181818181816,Mortgages,7.687133660036524,51.81818181818167,2023-04-24,Week,total
Display,1,0,0,Mortgages,0,NA,2023-04-24,Week,total
Email,48,1.6666666666666667,0.9090909090909091,Mortgages,3.4722222222222294,54.54545454545443,2023-04-24,Week,total
Mobile App,8,50,24.545454545454543,Mortgages,625,49.090909090909,2023-04-24,Week,total
Natural Search,5649,283.33333333333337,128.18181818181816,Mortgages,5.015636985897203,45.240641711229934,2023-04-24,Week,total
Paid Search,3602,118.33333333333334,43.63636363636363,Mortgages,3.285211919304081,36.875800256082016,2023-04-24,Week,total
Referring Domains,264,11.666666666666668,3.6363636363636362,Mortgages,4.419191919191932,31.168831168831108,2023-04-24,Week,total
Social Networks,7,0,0,Mortgages,0,NA,2023-04-24,Week,total
::unspecified::,6,0,0,Mortgages,0,NA,2023-05-01,Week,total
Affiliate,4,0,0,Mortgages,0,NA,2023-05-01,Week,total
Direct,4624,275,114.54545454545453,Mortgages,5.947231833910035,41.652892561983634,2023-05-01,Week,total
Display,5,0,0,Mortgages,0,NA,2023-05-01,Week,total
Email,48,13.333333333333334,4.545454545454545,Mortgages,27.777777777777708,34.090909090909136,2023-05-01,Week,total
Mobile App,6,75.83333333333334,30.909090909090907,Mortgages,1263.8888888888885,40.75924075924077,2023-05-01,Week,total
Natural Search,7679,275,119.99999999999999,Mortgages,3.5811954681599167,43.63636363636363,2023-05-01,Week,total
Paid Search,4683,138.33333333333334,42.72727272727273,Mortgages,2.9539469001352336,30.887185104052627,2023-05-01,Week,total
Referring Domains,257,14.166666666666668,7.2727272727272725,Mortgages,5.512321660181596,51.33689839572179,2023-05-01,Week,total
Social Networks,27,0,0,Mortgages,0,NA,2023-05-01,Week,total
::unspecified::,15,0.8333333333333334,0,Mortgages,5.555555555555554,0,2023-05-08,Week,total
Affiliate,2,0,0,Mortgages,0,NA,2023-05-08,Week,total
Direct,3901,184.16666666666669,88.18181818181817,Mortgages,4.721011706400077,47.881530234471334,2023-05-08,Week,total
Display,2,0,0,Mortgages,0,NA,2023-05-08,Week,total
Email,27,0.8333333333333334,0.9090909090909091,Mortgages,3.0864197530864184,109.09090909090911,2023-05-08,Week,total
Mobile App,14,45,24.545454545454543,Mortgages,321.42857142857144,54.54545454545444,2023-05-08,Week,total
Natural Search,6150,208.33333333333334,89.99999999999999,Mortgages,3.387533875338748,43.20000000000007,2023-05-08,Week,total
Paid Search,3681,100,34.54545454545454,Mortgages,2.7166530834012494,34.5454545454545,2023-05-08,Week,total
Referring Domains,190,5,3.6363636363636362,Mortgages,2.631578947368421,72.72727272727279,2023-05-08,Week,total
Social Networks,6,1.6666666666666667,0.9090909090909091,Mortgages,27.777777777777835,54.54545454545443,2023-05-08,Week,total
::unspecified::,7,0.8333333333333334,0,Mortgages,11.9047619047619,0,2023-05-15,Week,total
Affiliate,2,0,0,Mortgages,0,NA,2023-05-15,Week,total
Direct,4215,190.83333333333334,92.72727272727272,Mortgages,4.527481217872669,48.5907105994443,2023-05-15,Week,total
Display,2,0,0,Mortgages,0,NA,2023-05-15,Week,total
Email,59,21.666666666666668,4.545454545454545,Mortgages,36.72316384180797,20.97902097902092,2023-05-15,Week,total
Mobile App,22,68.33333333333334,27.27272727272727,Mortgages,310.60606060606045,39.91130820399118,2023-05-15,Week,total
Natural Search,7190,258.33333333333337,82.72727272727272,Mortgages,3.5929531757069957,32.02346041055722,2023-05-15,Week,total
Paid Search,2987,112.5,35.45454545454545,Mortgages,3.7663207231335787,31.515151515151558,2023-05-15,Week,total
Referring Domains,195,11.666666666666668,6.363636363636363,Mortgages,5.982905982906,54.545454545454355,2023-05-15,Week,total
Social Networks,4,0,0,Mortgages,0,NA,2023-05-15,Week,total
::unspecified::,7,0.8333333333333334,0,Mortgages,11.9047619047619,0,2023-05-22,Week,total
Affiliate,4,0,0,Mortgages,0,NA,2023-05-22,Week,total
Direct,3848,159.16666666666669,71.81818181818181,Mortgages,4.136347886347895,45.12137077582093,2023-05-22,Week,total
Display,2,0,0,Mortgages,0,NA,2023-05-22,Week,total
Email,23,4.166666666666667,1.8181818181818181,Mortgages,18.115942028985522,43.63636363636365,2023-05-22,Week,total
Mobile App,9,57.5,27.27272727272727,Mortgages,638.8888888888889,47.43083003952574,2023-05-22,Week,total
Natural Search,5899,220.83333333333334,98.18181818181817,Mortgages,3.7435723568966432,44.459691252144154,2023-05-22,Week,total
Paid Search,4403,219.16666666666669,51.81818181818181,Mortgages,4.977666742372632,23.643276875215992,2023-05-22,Week,total
Referring Domains,187,4.166666666666667,6.363636363636363,Mortgages,2.228163992869877,152.72727272727252,2023-05-22,Week,total
Social Networks,4,0,0,Mortgages,0,NA,2023-05-22,Week,total
::unspecified::,24,0,0,Mortgages,0,NA,2023-05-29,Week,total
Affiliate,2,0,0,Mortgages,0,NA,2023-05-29,Week,total
Direct,4591,157.5,75.45454545454545,Mortgages,3.430625136135918,47.907647907647934,2023-05-29,Week,total
Display,0,0,0,Mortgages,NA,NA,2023-05-29,Week,total
Email,25,1.6666666666666667,1.8181818181818181,Mortgages,6.66666666666668,109.09090909090897,2023-05-29,Week,total
Mobile App,27,59.16666666666667,23.636363636363633,Mortgages,219.13580246913594,39.94878361075536,2023-05-29,Week,total
Natural Search,5850,197.5,82.72727272727272,Mortgages,3.376068376068376,41.88722669735327,2023-05-29,Week,total
Paid Search,3838,169.16666666666669,46.36363636363636,Mortgages,4.4076776098662585,27.40707568293772,2023-05-29,Week,total
Referring Domains,902,5,3.6363636363636362,Mortgages,0.5543237250554324,72.72727272727279,2023-05-29,Week,total
Social Networks,4,0,0,Mortgages,0,NA,2023-05-29,Week,total
::unspecified::,21,1.6666666666666667,0.9090909090909091,Mortgages,7.936507936507953,54.54545454545443,2023-06-05,Week,total
Affiliate,1,0,0,Mortgages,0,NA,2023-06-05,Week,total
Direct,5579,117.5,57.272727272727266,Mortgages,2.106112206488618,48.74274661508707,2023-06-05,Week,total
Display,0,0,0,Mortgages,NA,NA,2023-06-05,Week,total
Email,16,12.5,0.9090909090909091,Mortgages,78.125,7.272727272727271,2023-06-05,Week,total
Mobile App,33,57.5,32.72727272727273,Mortgages,174.24242424242425,56.91699604743078,2023-06-05,Week,total
Natural Search,7090,210,70.9090909090909,Mortgages,2.9619181946403383,33.76623376623377,2023-06-05,Week,total
Paid Search,4515,175.83333333333334,36.36363636363636,Mortgages,3.894425987449236,20.680741059888042,2023-06-05,Week,total
Referring Domains,824,3.3333333333333335,2.727272727272727,Mortgages,0.4045307443365692,81.81818181818198,2023-06-05,Week,total
Social Networks,28,1.6666666666666667,0.9090909090909091,Mortgages,5.952380952380965,54.54545454545443,2023-06-05,Week,total
::unspecified::,17,0,0,Mortgages,0,NA,2023-06-12,Week,total
Affiliate,3,0,0,Mortgages,0,NA,2023-06-12,Week,total
Direct,4783,138.33333333333334,78.18181818181817,Mortgages,2.892187608892599,56.51697699890485,2023-06-12,Week,total
Display,3,0,0,Mortgages,0,NA,2023-06-12,Week,total
Email,19,0,0,Mortgages,0,NA,2023-06-12,Week,total
Mobile App,37,57.5,29.09090909090909,Mortgages,155.4054054054054,50.59288537549409,2023-06-12,Week,total
Natural Search,5847,245,65.45454545454545,Mortgages,4.190182999828973,26.716141001855302,2023-06-12,Week,total
Paid Search,3813,145,26.36363636363636,Mortgages,3.8027799632835038,18.18181818181821,2023-06-12,Week,total
Referring Domains,839,4.166666666666667,1.8181818181818181,Mortgages,0.4966229638458486,43.63636363636365,2023-06-12,Week,total
Social Networks,15,0,0,Mortgages,0,NA,2023-06-12,Week,total
::unspecified::,24,0.8333333333333334,0,Mortgages,3.472222222222221,0,2023-06-19,Week,total
Affiliate,11,0,0,Mortgages,0,NA,2023-06-19,Week,total
Direct,4658,143.33333333333334,64.54545454545455,Mortgages,3.077143266065543,45.031712473573016,2023-06-19,Week,total
Display,0,0,0,Mortgages,NA,NA,2023-06-19,Week,total
Email,52,37.5,4.545454545454545,Mortgages,72.11538461538461,12.121212121212107,2023-06-19,Week,total
Mobile App,23,38.333333333333336,20.909090909090907,Mortgages,166.66666666666652,54.54545454545456,2023-06-19,Week,total
Natural Search,5778,265.83333333333337,75.45454545454545,Mortgages,4.600784585208255,28.384155029923107,2023-06-19,Week,total
Paid Search,3963,155,30.909090909090907,Mortgages,3.9111784002018672,19.94134897360703,2023-06-19,Week,total
Referring Domains,747,13.333333333333334,3.6363636363636362,Mortgages,1.7849174475680456,27.272727272727366,2023-06-19,Week,total
Social Networks,7,0.8333333333333334,0,Mortgages,11.9047619047619,0,2023-06-19,Week,total
::unspecified::,15,1.6666666666666667,0,Mortgages,11.111111111111134,0,2023-06-26,Week,total
Affiliate,5,0,0,Mortgages,0,NA,2023-06-26,Week,total
Direct,4391,112.5,55.45454545454545,Mortgages,2.5620587565474833,49.29292929292934,2023-06-26,Week,total
Display,3,0,0,Mortgages,0,NA,2023-06-26,Week,total
Email,11,0.8333333333333334,0,Mortgages,7.5757575757575735,0,2023-06-26,Week,total
Mobile App,11,42.5,19.09090909090909,Mortgages,386.3636363636364,44.91978609625671,2023-06-26,Week,total
Natural Search,5394,245.83333333333334,63.63636363636363,Mortgages,4.55753306142627,25.88597842835133,2023-06-26,Week,total
Paid Search,4577,182.5,34.54545454545454,Mortgages,3.987327944068167,18.929016189290135,2023-06-26,Week,total
Referring Domains,829,12.5,2.727272727272727,Mortgages,1.5078407720144753,21.81818181818184,2023-06-26,Week,total
Social Networks,13,0,0,Mortgages,0,NA,2023-06-26,Week,total
::unspecified::,11,0,0,Mortgages,0,NA,2023-07-03,Week,total
Affiliate,4,0,0,Mortgages,0,NA,2023-07-03,Week,total
Direct,4138,129.16666666666669,59.090909090909086,Mortgages,3.1214757531818993,45.74780058651016,2023-07-03,Week,total
Display,5,0,0,Mortgages,0,NA,2023-07-03,Week,total
Email,4,3.3333333333333335,0,Mortgages,83.33333333333324,0,2023-07-03,Week,total
Mobile App,29,50.833333333333336,18.18181818181818,Mortgages,175.28735632183896,35.7675111773473,2023-07-03,Week,total
Natural Search,4768,229.16666666666669,50.90909090909091,Mortgages,4.806347874720364,22.214876033057816,2023-07-03,Week,total
Paid Search,4598,177.5,26.36363636363636,Mortgages,3.86037407568508,14.852752880921916,2023-07-03,Week,total
Referring Domains,728,3.3333333333333335,0,Mortgages,0.45787545787545736,0,2023-07-03,Week,total
Social Networks,11,0,0,Mortgages,0,NA,2023-07-03,Week,total
::unspecified::,14,0,0,Mortgages,0,NA,2023-07-10,Week,total
Affiliate,10,0,0,Mortgages,0,NA,2023-07-10,Week,total
Direct,3704,114.16666666666667,55.45454545454545,Mortgages,3.0822534197264306,48.573324485733146,2023-07-10,Week,total
Display,8,0,0,Mortgages,0,NA,2023-07-10,Week,total
Email,22,1.6666666666666667,0.9090909090909091,Mortgages,7.575757575757591,54.54545454545443,2023-07-10,Week,total
Mobile App,32,46.66666666666667,17.27272727272727,Mortgages,145.83333333333343,37.01298701298704,2023-07-10,Week,total
Natural Search,4371,155,52.72727272727272,Mortgages,3.546099290780142,34.01759530791787,2023-07-10,Week,total
Paid Search,3889,180.83333333333334,26.36363636363636,Mortgages,4.649867146652944,14.578969417679142,2023-07-10,Week,total
Referring Domains,796,4.166666666666667,1.8181818181818181,Mortgages,0.523450586264657,43.63636363636365,2023-07-10,Week,total
Social Networks,7,0,0,Mortgages,0,NA,2023-07-10,Week,total
::unspecified::,20,0,0,Mortgages,0,NA,2023-07-17,Week,total
Affiliate,15,0,0,Mortgages,0,NA,2023-07-17,Week,total
Direct,3686,101.66666666666667,46.36363636363636,Mortgages,2.7581841200940587,45.60357675111762,2023-07-17,Week,total
Display,8,0,0,Mortgages,0,NA,2023-07-17,Week,total
Email,124,59.16666666666667,8.181818181818182,Mortgages,47.715053763440885,13.828425096030719,2023-07-17,Week,total
Mobile App,24,55.833333333333336,19.09090909090909,Mortgages,232.63888888888874,34.19267299864319,2023-07-17,Week,total
Natural Search,4191,219.16666666666669,52.72727272727272,Mortgages,5.22945995386941,24.05807120636013,2023-07-17,Week,total
Paid Search,3901,200.83333333333334,40.90909090909091,Mortgages,5.148252584807306,20.369671821954007,2023-07-17,Week,total
Referring Domains,771,10,3.6363636363636362,Mortgages,1.297016861219196,36.363636363636395,2023-07-17,Week,total
Social Networks,0,0,0,Mortgages,NA,NA,2023-07-17,Week,total
::unspecified::,22,0.8333333333333334,0,Mortgages,3.7878787878787867,0,2023-07-24,Week,total
Affiliate,9,0,0,Mortgages,0,NA,2023-07-24,Week,total
Direct,3538,117.5,39.090909090909086,Mortgages,3.3210853589598646,33.26885880077371,2023-07-24,Week,total
Display,5,0,0,Mortgages,0,NA,2023-07-24,Week,total
Email,17,16.666666666666668,2.727272727272727,Mortgages,98.0392156862747,16.36363636363635,2023-07-24,Week,total
Mobile App,32,49.16666666666667,21.818181818181817,Mortgages,153.64583333333343,44.375963020030746,2023-07-24,Week,total
Natural Search,3910,196.66666666666669,58.18181818181818,Mortgages,5.029838022165396,29.58397534668717,2023-07-24,Week,total
Paid Search,4241,184.16666666666669,36.36363636363636,Mortgages,4.342529277686088,19.744960921431495,2023-07-24,Week,total
Referring Domains,835,19.166666666666668,4.545454545454545,Mortgages,2.295409181636731,23.715415019762776,2023-07-24,Week,total
Social Networks,2,0,0,Mortgages,0,NA,2023-07-24,Week,total
::unspecified::,1,0,0,Mortgages,0,NA,2023-07-31,Week,total
Affiliate,3,0,0,Mortgages,0,NA,2023-07-31,Week,total
Direct,232,11.666666666666668,4.545454545454545,Mortgages,5.028735632183922,38.9610389610388,2023-07-31,Week,total
Display,0,0,0,Mortgages,NA,NA,2023-07-31,Week,total
Email,0,0.8333333333333334,0,Mortgages,Inf,0,2023-07-31,Week,total
Mobile App,-1,2.5,0,Mortgages,-250,0,2023-07-31,Week,total
Natural Search,298,15,8.181818181818182,Mortgages,5.033557046979865,54.54545454545453,2023-07-31,Week,total
Paid Search,338,20.833333333333336,4.545454545454545,Mortgages,6.163708086784999,21.818181818181827,2023-07-31,Week,total
Referring Domains,30,0,0,Mortgages,0,NA,2023-07-31,Week,total
Social Networks,0,0,0,Mortgages,NA,NA,2023-07-31,Week,total
::unspecified::,16,0.8333333333333334,0,Mortgages,5.208333333333331,0,2022-08-01,Month,total
Affiliate,18,0.8333333333333334,0,Mortgages,4.629629629629628,0,2022-08-01,Month,total
Direct,19301,983.3333333333334,485.45454545454544,Mortgages,5.094727388909035,49.368258859784255,2022-08-01,Month,total
Display,1,0,0,Mortgages,0,NA,2022-08-01,Month,total
Email,69,1.6666666666666667,0.9090909090909091,Mortgages,2.4154589371980726,54.54545454545443,2022-08-01,Month,total
Mobile App,0,0,0,Mortgages,NA,NA,2022-08-01,Month,total
Natural Search,23790,765,375.45454545454544,Mortgages,3.215636822194199,49.079025549613725,2022-08-01,Month,total
Paid Search,9423,324.1666666666667,119.99999999999999,Mortgages,3.440164137394323,37.017994858611786,2022-08-01,Month,total
Referring Domains,695,18.333333333333336,10.909090909090908,Mortgages,2.637889688249396,59.504132231405016,2022-08-01,Month,total
Social Networks,66,0.8333333333333334,0.9090909090909091,Mortgages,1.2626262626262623,109.09090909090911,2022-08-01,Month,total
::unspecified::,20,0.8333333333333334,0,Mortgages,4.166666666666665,0,2022-09-01,Month,total
Affiliate,522,19.166666666666668,3.6363636363636362,Mortgages,3.6717752234993677,18.972332015810263,2022-09-01,Month,total
Direct,21465,938.3333333333334,491.81818181818176,Mortgages,4.371457411289695,52.414015824317815,2022-09-01,Month,total
Display,1,0,0,Mortgages,0,NA,2022-09-01,Month,total
Email,40,2.5,0,Mortgages,6.25,0,2022-09-01,Month,total
Mobile App,0,0,0,Mortgages,NA,NA,2022-09-01,Month,total
Natural Search,26661,808.3333333333334,386.3636363636363,Mortgages,3.031894277533975,47.79756326148076,2022-09-01,Month,total
Paid Search,9614,351.6666666666667,119.09090909090908,Mortgages,3.6578600651827236,33.864713485566504,2022-09-01,Month,total
Referring Domains,839,15.833333333333334,12.727272727272727,Mortgages,1.8871672626142193,80.38277511961722,2022-09-01,Month,total
Social Networks,177,7.5,1.8181818181818181,Mortgages,4.23728813559322,24.242424242424264,2022-09-01,Month,total
::unspecified::,75,1.6666666666666667,1.8181818181818181,Mortgages,2.2222222222222268,109.09090909090897,2022-10-01,Month,total
Affiliate,781,32.5,6.363636363636363,Mortgages,4.161331626120359,19.58041958041957,2022-10-01,Month,total
Direct,21040,973.3333333333334,510.9090909090909,Mortgages,4.626108998732572,52.490660024906624,2022-10-01,Month,total
Display,6,0,0,Mortgages,0,NA,2022-10-01,Month,total
Email,121,5,0.9090909090909091,Mortgages,4.132231404958678,18.18181818181818,2022-10-01,Month,total
Mobile App,0,0,0,Mortgages,NA,NA,2022-10-01,Month,total
Natural Search,27943,950,429.09090909090907,Mortgages,3.399778119743764,45.167464114832526,2022-10-01,Month,total
Paid Search,10291,301.6666666666667,97.27272727272727,Mortgages,2.9313639749943348,32.24510296333498,2022-10-01,Month,total
Referring Domains,1121,27.5,11.818181818181817,Mortgages,2.4531668153434434,42.97520661157018,2022-10-01,Month,total
Social Networks,125,2.5,0,Mortgages,2,0,2022-10-01,Month,total
::unspecified::,18,0,0,Mortgages,0,NA,2022-11-01,Month,total
Affiliate,1025,40,13.636363636363635,Mortgages,3.902439024390244,34.090909090909,2022-11-01,Month,total
Direct,22000,1003.3333333333334,464.5454545454545,Mortgages,4.5606060606060455,46.30021141649069,2022-11-01,Month,total
Display,3,0,0,Mortgages,0,NA,2022-11-01,Month,total
Email,88,2.5,0,Mortgages,2.840909090909091,0,2022-11-01,Month,total
Mobile App,0,0,0,Mortgages,NA,NA,2022-11-01,Month,total
Natural Search,25612,906.6666666666667,407.27272727272725,Mortgages,3.5400072882503006,44.919786096256644,2022-11-01,Month,total
Paid Search,6565,218.33333333333334,63.63636363636363,Mortgages,3.3257171871033204,29.146426092991007,2022-11-01,Month,total
Referring Domains,832,30.833333333333336,14.545454545454545,Mortgages,3.7059294871794832,47.17444717444708,2022-11-01,Month,total
Social Networks,79,0.8333333333333334,0.9090909090909091,Mortgages,1.054852320675105,109.09090909090911,2022-11-01,Month,total
::unspecified::,14,0.8333333333333334,0,Mortgages,5.95238095238095,0,2022-12-01,Month,total
Affiliate,2160,108.33333333333334,13.636363636363635,Mortgages,5.015432098765417,12.587412587412592,2022-12-01,Month,total
Direct,14342,750,402.7272727272727,Mortgages,5.229396179054525,53.69696969696973,2022-12-01,Month,total
Display,2,0,0,Mortgages,0,NA,2022-12-01,Month,total
Email,31,0,0,Mortgages,0,NA,2022-12-01,Month,total
Mobile App,0,0,0,Mortgages,NA,NA,2022-12-01,Month,total
Natural Search,19098,639.1666666666667,280,Mortgages,3.3467727859810816,43.80704041720988,2022-12-01,Month,total
Paid Search,11752,325,97.27272727272727,Mortgages,2.765486725663717,29.930069930069937,2022-12-01,Month,total
Referring Domains,679,30,14.545454545454545,Mortgages,4.418262150220913,48.484848484848335,2022-12-01,Month,total
Social Networks,71,0.8333333333333334,0,Mortgages,1.173708920187793,0,2022-12-01,Month,total
::unspecified::,8,2.5,0.9090909090909091,Mortgages,31.25,36.36363636363636,2023-01-01,Month,total
Affiliate,28,0.8333333333333334,0,Mortgages,2.976190476190475,0,2023-01-01,Month,total
