Last Touch Marketing Channel,Product page,Start application,Finish application,Category,con_1,con_2,Date,MonthvsWeek,Visitor or Client
Direct,712215,183,100,Mortgages,0.02569448832164445,54.644808743169406,2023-02-20,Week,total
Display,3018,0,0,Mortgages,0,NA,2023-02-20,Week,total
Email,3121,1,0,Mortgages,0.03204101249599487,0,2023-02-20,Week,total
Mobile App,2718,50,22,Mortgages,1.839587932303164,44,2023-02-20,Week,total
Natural Search,209831,331,140,Mortgages,0.1577459955869247,42.296072507552864,2023-02-20,Week,total
Paid Search,28306,117,33,Mortgages,0.4133399279304741,28.205128205128204,2023-02-20,Week,total
Referring Domains,15119,13,8,Mortgages,0.08598452278589853,61.53846153846154,2023-02-20,Week,total
Social Networks,4975,0,0,Mortgages,0,NA,2023-02-20,Week,total
::unspecified::,430,0,0,Mortgages,0,NA,2023-02-27,Week,total
Affiliate,4,0,0,Mortgages,0,NA,2023-02-27,Week,total
Direct,229653,95,42,Mortgages,0.041366757673533545,44.21052631578947,2023-02-27,Week,total
Display,262,0,0,Mortgages,0,NA,2023-02-27,Week,total
Email,3040,8,1,Mortgages,0.2631578947368421,12.5,2023-02-27,Week,total
Mobile App,1081,25,12,Mortgages,2.3126734505087883,48,2023-02-27,Week,total
Natural Search,71320,131,50,Mortgages,0.18367919237240604,38.16793893129771,2023-02-27,Week,total
Paid Search,7481,28,5,Mortgages,0.37428151316668895,17.857142857142858,2023-02-27,Week,total
Referring Domains,4558,4,1,Mortgages,0.08775778850372971,25,2023-02-27,Week,total
Social Networks,1208,2,0,Mortgages,0.16556291390728478,0,2023-02-27,Week,total
::unspecified::,2036,0,0,Mortgages,0,NA,2022-03-01,Month,total
Affiliate,1475,51,11,Mortgages,3.457627118644068,21.568627450980394,2022-03-01,Month,total
Direct,4318596,1430,557,Mortgages,0.0331126134512235,38.951048951048946,2022-03-01,Month,total
Display,1253,3,0,Mortgages,0.23942537909018355,0,2022-03-01,Month,total
Email,13696,15,6,Mortgages,0.10952102803738317,40,2022-03-01,Month,total
Mobile App,0,0,0,Mortgages,NA,NA,2022-03-01,Month,total
Natural Search,823824,1720,675,Mortgages,0.20878245838917053,39.24418604651162,2022-03-01,Month,total
Paid Search,72352,457,151,Mortgages,0.6316342326404245,33.04157549234136,2022-03-01,Month,total
Referring Domains,69258,46,15,Mortgages,0.0664183199052817,32.608695652173914,2022-03-01,Month,total
Social Networks,6422,4,1,Mortgages,0.06228589224540642,25,2022-03-01,Month,total
::unspecified::,2137,0,0,Mortgages,0,NA,2022-04-01,Month,total
Affiliate,2434,43,17,Mortgages,1.7666392769104355,39.53488372093023,2022-04-01,Month,total
Direct,3740212,803,390,Mortgages,0.021469371254891432,48.567870485678704,2022-04-01,Month,total
Display,143,0,0,Mortgages,0,NA,2022-04-01,Month,total
Email,16040,6,2,Mortgages,0.03740648379052369,33.33333333333333,2022-04-01,Month,total
Mobile App,0,0,0,Mortgages,NA,NA,2022-04-01,Month,total
Natural Search,722797,1160,464,Mortgages,0.1604876611275365,40,2022-04-01,Month,total
Paid Search,52218,226,93,Mortgages,0.43280094986403156,41.150442477876105,2022-04-01,Month,total
Referring Domains,47926,39,14,Mortgages,0.08137545382464634,35.8974358974359,2022-04-01,Month,total
Social Networks,4589,5,3,Mortgages,0.10895619960775767,60,2022-04-01,Month,total
::unspecified::,2022,0,0,Mortgages,0,NA,2022-05-01,Month,total
Affiliate,2092,27,6,Mortgages,1.2906309751434035,22.22222222222222,2022-05-01,Month,total
Direct,4035881,940,393,Mortgages,0.023291073250177593,41.808510638297875,2022-05-01,Month,total
Display,36,0,0,Mortgages,0,NA,2022-05-01,Month,total
Email,10653,3,3,Mortgages,0.028161081385525203,100,2022-05-01,Month,total
Mobile App,0,0,0,Mortgages,NA,NA,2022-05-01,Month,total
Natural Search,818535,1351,494,Mortgages,0.1650509752179198,36.565507031828275,2022-05-01,Month,total
Paid Search,56312,251,91,Mortgages,0.44573092768859207,36.254980079681275,2022-05-01,Month,total
Referring Domains,52144,72,15,Mortgages,0.13807916538815587,20.833333333333336,2022-05-01,Month,total
Social Networks,7188,0,0,Mortgages,0,NA,2022-05-01,Month,total
::unspecified::,3012,0,0,Mortgages,0,NA,2022-06-01,Month,total
Affiliate,2451,17,1,Mortgages,0.69359445124439,5.88235294117647,2022-06-01,Month,total
Direct,4447206,869,389,Mortgages,0.019540358598185016,44.76409666283084,2022-06-01,Month,total
Display,38,0,0,Mortgages,0,NA,2022-06-01,Month,total
Email,22828,7,5,Mortgages,0.030664096723322234,71.42857142857143,2022-06-01,Month,total
Mobile App,0,0,0,Mortgages,NA,NA,2022-06-01,Month,total
Natural Search,866756,945,362,Mortgages,0.10902722334774724,38.3068783068783,2022-06-01,Month,total
Paid Search,75947,263,98,Mortgages,0.34629412616693217,37.26235741444867,2022-06-01,Month,total
Referring Domains,52684,19,6,Mortgages,0.03606408017614456,31.57894736842105,2022-06-01,Month,total
Social Networks,5634,2,0,Mortgages,0.03549875754348598,0,2022-06-01,Month,total
::unspecified::,3178,1,0,Mortgages,0.031466331025802395,0,2022-07-01,Month,total
Affiliate,2453,0,0,Mortgages,0,NA,2022-07-01,Month,total
Direct,4958177,1265,565,Mortgages,0.025513409464809348,44.66403162055336,2022-07-01,Month,total
Display,39,0,0,Mortgages,0,NA,2022-07-01,Month,total
Email,14792,5,1,Mortgages,0.03380205516495403,20,2022-07-01,Month,total
Mobile App,0,0,0,Mortgages,NA,NA,2022-07-01,Month,total
Natural Search,922477,1107,419,Mortgages,0.12000299194451461,37.85004516711834,2022-07-01,Month,total
Paid Search,78153,430,157,Mortgages,0.5502028073138587,36.51162790697675,2022-07-01,Month,total
Referring Domains,53595,34,20,Mortgages,0.06343875361507603,58.82352941176471,2022-07-01,Month,total
Social Networks,5357,3,0,Mortgages,0.056001493373156616,0,2022-07-01,Month,total
::unspecified::,4506,1,0,Mortgages,0.022192632046160673,0,2022-08-01,Month,total
Affiliate,3036,1,0,Mortgages,0.03293807641633729,0,2022-08-01,Month,total
Direct,4113875,1538,725,Mortgages,0.03738567652152776,47.13914174252275,2022-08-01,Month,total
Display,115,0,0,Mortgages,0,NA,2022-08-01,Month,total
Email,11136,2,1,Mortgages,0.017959770114942528,50,2022-08-01,Month,total
Mobile App,0,0,0,Mortgages,NA,NA,2022-08-01,Month,total
Natural Search,920798,1154,537,Mortgages,0.1253260758602864,46.53379549393414,2022-08-01,Month,total
Paid Search,66661,488,172,Mortgages,0.7320622252891495,35.24590163934426,2022-08-01,Month,total
Referring Domains,50958,24,16,Mortgages,0.047097609796302835,66.66666666666666,2022-08-01,Month,total
Social Networks,8672,1,1,Mortgages,0.011531365313653136,100,2022-08-01,Month,total
::unspecified::,5294,1,0,Mortgages,0.018889308651303362,0,2022-09-01,Month,total
Affiliate,2361,23,4,Mortgages,0.9741634900465904,17.391304347826086,2022-09-01,Month,total
Direct,3105025,1126,565,Mortgages,0.03626379819808214,50.17761989342806,2022-09-01,Month,total
Display,425,0,0,Mortgages,0,NA,2022-09-01,Month,total
Email,9212,3,0,Mortgages,0.03256621797655232,0,2022-09-01,Month,total
Mobile App,0,0,0,Mortgages,NA,NA,2022-09-01,Month,total
Natural Search,847589,970,431,Mortgages,0.11444225916098485,44.43298969072165,2022-09-01,Month,total
Paid Search,69524,422,137,Mortgages,0.6069846383982509,32.46445497630332,2022-09-01,Month,total
Referring Domains,49721,19,14,Mortgages,0.038213229822409045,73.68421052631578,2022-09-01,Month,total
Social Networks,3909,9,2,Mortgages,0.23023791250959325,22.22222222222222,2022-09-01,Month,total
::unspecified::,4063,2,2,Mortgages,0.04922471080482402,100,2022-10-01,Month,total
Affiliate,2761,39,7,Mortgages,1.4125316914161534,17.94871794871795,2022-10-01,Month,total
Direct,3246293,1168,580,Mortgages,0.03597950031004595,49.65753424657534,2022-10-01,Month,total
Display,433,0,0,Mortgages,0,NA,2022-10-01,Month,total
Email,13523,6,1,Mortgages,0.04436885306514826,16.666666666666664,2022-10-01,Month,total
Mobile App,0,0,0,Mortgages,NA,NA,2022-10-01,Month,total
Natural Search,917870,1140,488,Mortgages,0.12420059485548063,42.80701754385965,2022-10-01,Month,total
Paid Search,73986,362,112,Mortgages,0.48928175600789336,30.939226519337016,2022-10-01,Month,total
Referring Domains,56183,33,13,Mortgages,0.05873662851752309,39.39393939393939,2022-10-01,Month,total
Social Networks,12252,3,0,Mortgages,0.024485798237022526,0,2022-10-01,Month,total
::unspecified::,3434,0,0,Mortgages,0,NA,2022-11-01,Month,total
Affiliate,6542,48,15,Mortgages,0.7337205747477835,31.25,2022-11-01,Month,total
Direct,3179557,1204,533,Mortgages,0.037866910390346835,44.26910299003322,2022-11-01,Month,total
Display,34,0,0,Mortgages,0,NA,2022-11-01,Month,total
Email,16907,3,0,Mortgages,0.017744129650440643,0,2022-11-01,Month,total
Mobile App,0,0,0,Mortgages,NA,NA,2022-11-01,Month,total
Natural Search,874890,1088,459,Mortgages,0.12435849078169826,42.1875,2022-11-01,Month,total
Paid Search,66613,262,73,Mortgages,0.3933166198790026,27.86259541984733,2022-11-01,Month,total
Referring Domains,54744,37,17,Mortgages,0.06758731550489551,45.94594594594595,2022-11-01,Month,total
Social Networks,8270,1,1,Mortgages,0.012091898428053204,100,2022-11-01,Month,total
::unspecified::,2864,1,0,Mortgages,0.034916201117318434,0,2022-12-01,Month,total
Affiliate,12145,130,18,Mortgages,1.070399341292713,13.846153846153847,2022-12-01,Month,total
Direct,3029143,900,465,Mortgages,0.02971137381100859,51.66666666666667,2022-12-01,Month,total
Display,15,0,0,Mortgages,0,NA,2022-12-01,Month,total
Email,12465,0,0,Mortgages,0,NA,2022-12-01,Month,total
Mobile App,0,0,0,Mortgages,NA,NA,2022-12-01,Month,total
Natural Search,777111,767,320,Mortgages,0.09869889887030296,41.720990873533246,2022-12-01,Month,total
Paid Search,69147,390,111,Mortgages,0.5640157924421884,28.46153846153846,2022-12-01,Month,total
Referring Domains,51177,36,18,Mortgages,0.07034409988862184,50,2022-12-01,Month,total
Social Networks,6106,1,0,Mortgages,0.016377333770062234,0,2022-12-01,Month,total
::unspecified::,3320,3,1,Mortgages,0.09036144578313253,33.33333333333333,2023-01-01,Month,total
Affiliate,196,1,0,Mortgages,0.5102040816326531,0,2023-01-01,Month,total
Direct,3296361,1209,628,Mortgages,0.03667680815299052,51.943755169561626,2023-01-01,Month,total
Display,9,0,0,Mortgages,0,NA,2023-01-01,Month,total
Email,26152,51,10,Mortgages,0.19501376567757725,19.607843137254903,2023-01-01,Month,total
Mobile App,0,0,0,Mortgages,NA,NA,2023-01-01,Month,total
Natural Search,902715,1402,566,Mortgages,0.1553092615055693,40.37089871611983,2023-01-01,Month,total
Paid Search,67635,151,55,Mortgages,0.22325718932505362,36.423841059602644,2023-01-01,Month,total
Referring Domains,61098,61,24,Mortgages,0.09983960195096403,39.34426229508197,2023-01-01,Month,total
Social Networks,5747,0,0,Mortgages,0,NA,2023-01-01,Month,total
::unspecified::,5561,3,1,Mortgages,0.053947131810825395,33.33333333333333,2023-02-01,Month,total
Affiliate,33,1,0,Mortgages,3.0303030303030303,0,2023-02-01,Month,total
Direct,2976860,1064,533,Mortgages,0.03574235939882964,50.09398496240601,2023-02-01,Month,total
Display,10945,0,0,Mortgages,0,NA,2023-02-01,Month,total
Email,22605,43,22,Mortgages,0.19022340190223402,51.162790697674424,2023-02-01,Month,total
Mobile App,6426,156,75,Mortgages,2.427637721755369,48.07692307692308,2023-02-01,Month,total
Natural Search,879186,1320,559,Mortgages,0.1501388784625779,42.348484848484844,2023-02-01,Month,total
Paid Search,102179,325,91,Mortgages,0.31806927059376194,28.000000000000004,2023-02-01,Month,total
Referring Domains,59080,56,26,Mortgages,0.09478672985781991,46.42857142857143,2023-02-01,Month,total
Social Networks,20752,4,0,Mortgages,0.019275250578257516,0,2023-02-01,Month,total
